age,bedRoom,category,cityId,countyId,districtId,livingRoom,mainCategory,price,realtyId,sqm,subCategory
15,5,1000010101,6,1723,10413,1,1000010100,415000,29553833,170,10000101
0,3,1000010101,38,1846,17038,1,1000010100,210000,29554831,175,10000101
8,2,1000010101,20,2107,98444,1,1000010100,205000,29559200,105,10000101
0,2,1000010101,10,1161,11373,1,1000010100,400000,29561409,90,10000101
18,5,1000010101,6,1745,10395,1,1000010100,520000,29573125,260,10000101
0,1,1000010101,35,1203,13748,1,1000010100,285000,29580817,89,10000101
6,2,1000010101,34,2053,13363,1,1000010100,350000,29584619,103,10000101
10,3,1000010101,52,1552,15046,1,1000010100,172000,29587795,135,10000101
4,4,1000010101,6,1745,10533,1,1000010100,225000,29588894,150,10000101
0,3,1000010101,34,1186,13226,2,1000010100,660000,29593492,130,10000101
1,1,1000010101,60,1679,15451,1,1000010100,195000,29593655,52,10000101
1,3,1000010101,6,1745,10945,1,1000010100,130000,29595366,120,10000101
4,2,1000010101,34,1449,12831,1,1000010100,239000,29606592,80,10000101
40,2,1000010101,34,2012,12924,1,1000010100,440000,29628556,90,10000101
0,4,1000010101,61,1686,15523,1,1000010100,450000,29634424,195,10000101
0,3,1000010101,35,1128,14182,1,1000010100,355000,29641171,145,10000101
28,2,1000010101,6,1922,10982,1,1000010100,165000,29643527,80,10000101
0,1,1000010101,6,1260,102107,1,1000010100,125000,29646254,60,10000101
0,3,1000010101,45,1118,17726,1,1000010100,195000,29653922,120,10000101
8,3,1000010101,34,2053,13274,1,1000010100,425000,29655543,160,10000101
5,3,1000010101,35,1819,13624,1,1000010100,625000,29659507,110,10000101
0,2,1000010101,45,1590,17758,1,1000010100,300000,29664889,95,10000101
7,2,1000010101,34,2053,121811,1,1000010100,130000,29671127,115,10000101
3,3,1000010101,5,1134,10321,1,1000010100,355000,29674390,160,10000101
0,2,1000010101,77,2022,16066,1,1000010100,205000,29675749,105,10000101
30,4,1000010101,35,2057,13725,1,1000010100,410000,29676076,140,10000101
4,3,1000010101,54,1442,15223,1,1000010100,245000,29680134,105,10000101
1,1,1000010101,34,2005,13150,1,1000010100,175000,29684058,35,10000101
4,1,1000010101,41,1821,16988,1,1000010100,208000,29684947,70,10000101
3,4,1000010101,6,1723,10430,2,1000010100,427000,29690264,285,10000101
5,2,1000010101,6,1473,20755,1,1000010100,15500,29693292,90,10000101
7,3,1000010101,34,1886,13145,1,1000010100,650000,29707418,170,10000101
0,2,1000010101,34,1886,12996,2,1000010100,435000,29708041,165,10000101
2,3,1000010101,1,1104,10131,1,1000010100,400000,29710004,180,10000101
1,4,1000010101,1,1104,10131,1,1000010100,400000,29711446,230,10000101
8,3,1000010101,38,1275,23682,1,1000010100,212000,29713357,170,10000101
0,4,1000010101,31,1383,12439,1,1000010100,300000,29750146,150,10000101
2,3,1000010101,34,1421,12813,1,1000010100,1499500,29750249,148,10000101
0,3,1000010101,55,1164,100315,1,1000010100,239000,29751313,157,10000101
5,4,1000010101,35,2013,13971,1,1000010100,1750000,29757506,220,10000101
1,2,1000010101,1,2032,10026,1,1000010100,129000,29758286,110,10000101
7,3,1000010101,34,1810,13188,1,1000010100,450000,29764905,130,10000101
10,5,1000010101,34,1325,13158,1,1000010100,1150000,29765714,250,10000101
5,2,1000010101,35,1448,13792,1,1000010100,370000,29770549,106,10000101
2,3,1000010101,16,1935,69809,1,1000010100,180000,29772543,130,10000101
19,2,1000010101,34,1886,13031,1,1000010100,310000,29774036,100,10000101
6,2,1000010101,6,1187,20697,1,1000010100,17500,29775828,120,10000101
22,3,1000010101,58,1628,15356,1,1000010100,210000,29778146,130,10000101
20,2,1000010101,34,2010,13107,1,1000010100,238000,29793456,85,10000101
5,3,1000010101,32,1401,12520,1,1000010100,280000,29796418,124,10000101
15,3,1000010101,41,2030,16977,1,1000010100,210000,29807275,120,10000101
0,2,1000010101,41,2060,16534,1,1000010100,295000,29808945,110,10000101
16,2,1000010101,59,1673,93451,1,1000010100,115000,29814088,75,10000101
20,2,1000010101,34,2053,13265,1,1000010100,295000,29817325,95,10000101
30,2,1000010101,34,2053,13265,1,1000010100,225000,29817590,75,10000101
30,2,1000010101,34,2053,13265,1,1000010100,290000,29817776,95,10000101
2,3,1000010101,16,1829,11624,1,1000010100,683000,29821842,240,10000101
21,3,1000010101,6,1231,10504,1,1000010100,295000,29832339,125,10000101
0,3,1000010101,15,1215,11507,1,1000010100,325000,29836038,129,10000101
2,2,1000010101,15,1215,11500,1,1000010100,161000,29836716,70,10000101
0,3,1000010101,16,1343,11618,1,1000010100,225000,29843199,115,10000101
35,2,1000010101,77,1716,16051,1,1000010100,325000,29850606,95,10000101
6,3,1000010101,6,1922,105849,1,1000010100,160000,29862455,137,10000101
11,3,1000010101,6,1578,17550,1,1000010100,117500,29864989,107,10000101
9,3,1000010101,32,1401,12534,1,1000010100,299000,29867162,130,10000101
7,4,1000010101,6,1746,10552,1,1000010100,440000,29870193,170,10000101
0,1,1000010101,35,2007,13942,1,1000010100,220000,29870226,60,10000101
20,3,1000010101,46,2111,99138,1,1000010100,205000,29871978,155,10000101
0,3,1000010101,42,1814,14481,1,1000010100,279000,29872157,165,10000101
10,5,1000010101,6,1231,10514,1,1000010100,750000,29872733,300,10000101
2,4,1000010101,59,1250,17518,2,1000010100,300000,29873502,250,10000101
6,2,1000010101,35,1521,14267,1,1000010100,215000,29883485,80,10000101
4,1,1000010101,20,2107,98368,1,1000010100,115000,29886629,40,10000101
18,2,1000010101,34,2005,13132,1,1000010100,710000,29887181,100,10000101
4,3,1000010101,33,2066,12612,1,1000010100,240000,29888019,185,10000101
11,3,1000010101,48,1331,14888,1,1000010100,660000,29902082,125,10000101
2,2,1000010101,34,2048,16323,1,1000010100,270000,29902263,105,10000101
12,3,1000010101,45,1118,17726,1,1000010100,181000,29902885,145,10000101
25,3,1000010101,34,1421,12922,1,1000010100,550000,29907423,130,10000101
2,1,1000010101,41,1821,16986,1,1000010100,110000,29910717,55,10000101
0,3,1000010101,6,1723,10388,1,1000010100,323000,29915599,135,10000101
13,3,1000010101,31,1468,22974,1,1000010100,175000,29915887,155,10000101
1,4,1000010101,41,1440,102128,1,1000010100,300000,29920904,160,10000101
45,2,1000010101,6,1231,10477,1,1000010100,400000,29930300,100,10000101
1,3,1000010101,6,1723,123964,1,1000010100,381000,29931944,150,10000101
8,2,1000010101,33,1621,12684,1,1000010100,120000,29934165,85,10000101
0,3,1000010101,34,1449,12815,1,1000010100,425000,29952407,110,10000101
3,3,1000010101,34,2049,13450,1,1000010100,460000,29953160,137,10000101
25,3,1000010101,6,1745,10418,1,1000010100,269000,29956773,90,10000101
3,2,1000010101,7,1333,11213,1,1000010100,237000,29956911,110,10000101
11,4,1000010101,10,1171,11362,1,1000010100,325000,29961169,186,10000101
0,3,1000010101,48,1532,14950,1,1000010100,500000,29965558,114,10000101
5,4,1000010101,6,1922,10820,1,1000010100,127500,29968505,191,10000101
2,1,1000010101,34,2053,12720,1,1000010100,290000,29973016,90,10000101
4,2,1000010101,34,1823,12738,1,1000010100,240000,29974047,110,10000101
1,4,1000010101,1,1104,10132,1,1000010100,495000,29979079,230,10000101
1,2,1000010101,34,2053,13272,1,1000010100,135000,29994073,75,10000101
5,2,1000010101,34,1325,13026,1,1000010100,760000,29998646,116,10000101
10,4,1000010101,6,1231,10524,1,1000010100,420000,30001177,160,10000101
35,2,1000010101,6,1231,10348,1,1000010100,275000,30009897,115,10000101
3,2,1000010101,38,1864,17207,1,1000010100,185000,30010233,135,10000101
0,4,1000010101,55,2072,100296,2,1000010100,430000,30010706,200,10000101
1,3,1000010101,6,1747,10593,1,1000010100,250000,30010713,130,10000101
3,3,1000010101,35,1819,13786,1,1000010100,495000,30010945,160,10000101
5,3,1000010101,33,2065,12597,1,1000010100,235000,30014414,170,10000101
1,3,1000010101,34,1166,13047,1,1000010100,1050000,30018449,125,10000101
0,2,1000010101,34,2049,13458,1,1000010100,365000,30019398,105,10000101
6,2,1000010101,34,1782,12698,1,1000010100,150000,30021595,85,10000101
3,2,1000010101,34,2050,13359,1,1000010100,620000,30043114,118,10000101
2,4,1000010101,41,2030,16975,1,1000010100,277000,30049044,157,10000101
0,2,1000010101,34,1186,12999,1,1000010100,425000,30056274,75,10000101
4,6,1000010101,34,2054,13382,1,1000010100,389500,30057846,180,10000101
35,2,1000010101,34,1622,97608,1,1000010100,165000,30060718,85,10000101
17,6,1000010101,6,1231,10522,1,1000010100,508500,30079497,300,10000101
30,2,1000010101,34,1327,16301,1,1000010100,290000,30080455,70,10000101
20,2,1000010101,35,2007,13928,1,1000010100,180000,30084076,75,10000101
19,3,1000010101,35,1448,13717,1,1000010100,385000,30087429,236,10000101
3,4,1000010101,6,1723,96816,1,1000010100,635000,30094320,178,10000101
0,1,1000010101,10,1462,11424,1,1000010100,105000,30095698,47,10000101
25,3,1000010101,6,1231,10511,1,1000010100,269000,30100934,125,10000101
0,4,1000010101,71,1469,15904,1,1000010100,150000,30109149,240,10000101
3,2,1000010101,45,1689,99830,1,1000010100,230000,30109760,105,10000101
8,3,1000010101,6,1723,10423,1,1000010100,190000,30119242,120,10000101
0,4,1000010101,35,1128,14182,1,1000010100,425000,30120818,225,10000101
45,3,1000010101,6,1231,10485,1,1000010100,350000,30122772,135,10000101
40,2,1000010101,6,1231,10638,1,1000010100,120000,30123326,70,10000101
20,3,1000010101,6,1231,10518,1,1000010100,388000,30123373,147,10000101
25,3,1000010101,41,2030,16971,1,1000010100,155000,30129317,100,10000101
1,3,1000010101,34,2005,13025,1,1000010100,462500,30130073,120,10000101
11,4,1000010101,6,1745,10434,1,1000010100,290000,30132144,165,10000101
0,3,1000010101,9,1159,11252,1,1000010100,315000,30132621,125,10000101
6,3,1000010101,59,1673,15442,1,1000010100,350000,30133175,157,10000101
40,2,1000010101,34,1166,13203,1,1000010100,690000,30135151,75,10000101
3,4,1000010101,34,1823,12695,1,1000010100,365000,30137121,160,10000101
0,6,1000010101,45,1689,17873,1,1000010100,530000,30147720,270,10000101
16,3,1000010101,45,1118,17719,1,1000010100,195000,30147765,120,10000101
15,3,1000010101,10,1171,11352,1,1000010100,225000,30151304,150,10000101
5,4,1000010101,6,1723,96816,1,1000010100,475000,30154193,178,10000101
5,2,1000010101,67,2122,102016,1,1000010100,250000,30160623,120,10000101
5,4,1000010101,17,1190,17382,1,1000010100,295000,30164175,135,10000101
3,3,1000010101,14,1199,11491,1,1000010100,265000,30165571,135,10000101
3,4,1000010101,16,1960,11607,1,1000010100,299000,30166510,215,10000101
1,2,1000010101,34,2012,12868,1,1000010100,260000,30167066,80,10000101
9,4,1000010101,34,2049,13379,1,1000010100,2499000,30169039,250,10000101
0,3,1000010101,59,1673,15418,1,1000010100,250000,30173554,132,10000101
10,3,1000010101,7,2039,11194,1,1000010100,325000,30175954,130,10000101
3,1,1000010101,71,1992,23823,1,1000010100,110000,30186675,60,10000101
15,2,1000010101,1,1734,20078,1,1000010100,160000,30188566,120,10000101
5,3,1000010101,6,1922,105838,1,1000010100,142000,30191028,117,10000101
20,3,1000010101,34,2003,12793,1,1000010100,420000,30193052,120,10000101
30,3,1000010101,6,1231,10638,1,1000010100,160000,30200005,100,10000101
0,3,1000010101,34,1166,13203,1,1000010100,1700000,30202263,175,10000101
0,1,1000010101,34,2053,121809,1,1000010100,250000,30207436,65,10000101
8,3,1000010101,34,2054,12942,1,1000010100,675000,30207479,162,10000101
1,3,1000010101,6,1746,10561,1,1000010100,236000,30214654,130,10000101
20,3,1000010101,6,1745,10394,1,1000010100,155000,30217720,135,10000101
5,3,1000010101,48,1742,101616,1,1000010100,235000,30221097,125,10000101
30,2,1000010101,7,2039,11047,1,1000010100,280000,30221178,85,10000101
4,4,1000010101,61,1686,15522,1,1000010100,361000,30221377,195,10000101
1,3,1000010101,38,1863,17096,1,1000010100,417500,30227973,185,10000101
1,2,1000010101,35,1461,14146,1,1000010100,205000,30230882,115,10000101
1,3,1000010101,35,1461,14148,1,1000010100,330000,30233247,130,10000101
2,4,1000010101,6,1922,10991,1,1000010100,530000,30235946,185,10000101
1,2,1000010101,34,1708,13433,1,1000010100,468000,30236039,95,10000101
5,2,1000010101,7,2037,11081,1,1000010100,255000,30237299,115,10000101
30,2,1000010101,55,2074,15242,1,1000010100,140000,30240004,100,10000101
30,3,1000010101,6,1745,10654,1,1000010100,190000,30241394,115,10000101
13,3,1000010101,35,1780,13634,1,1000010100,330000,30248946,136,10000101
0,2,1000010101,35,1826,14278,1,1000010100,220000,30250151,90,10000101
7,3,1000010101,6,1745,10365,1,1000010100,249000,30254323,115,10000101
1,4,1000010101,34,1810,13245,1,1000010100,465000,30256519,180,10000101
0,3,1000010101,51,1544,15024,1,1000010100,105000,30273064,125,10000101
25,3,1000010101,10,1161,11379,1,1000010100,395000,30280193,130,10000101
24,3,1000010101,16,1832,11578,1,1000010100,290000,30292968,120,10000101
0,3,1000010101,34,1823,12706,1,1000010100,490000,30303889,120,10000101
32,3,1000010101,55,2074,15267,1,1000010100,225000,30310752,146,10000101
0,2,1000010101,10,1462,11424,1,1000010100,180000,30318823,139,10000101
0,3,1000010101,23,1298,102071,1,1000010100,280000,30325455,165,10000101
5,4,1000010101,6,1922,10991,1,1000010100,560000,30326833,300,10000101
7,3,1000010101,26,2047,17618,1,1000010100,110000,30327848,135,10000101
0,2,1000010101,34,1663,13046,1,1000010100,500001,30331155,90,10000101
5,3,1000010101,42,1827,14493,1,1000010100,315000,30331575,150,10000101
20,3,1000010101,6,1578,17545,1,1000010100,107000,30332695,115,10000101
0,4,1000010101,6,1922,10991,1,1000010100,590000,30333212,180,10000101
35,2,1000010101,6,1231,10638,1,1000010100,90000,30336620,100,10000101
24,3,1000010101,6,1723,10378,1,1000010100,217000,30337620,100,10000101
50,3,1000010101,6,1231,10477,1,1000010100,300000,30342843,110,10000101
40,2,1000010101,34,1708,16366,1,1000010100,565000,30348490,85,10000101
26,3,1000010101,34,1663,13121,1,1000010100,520000,30349653,120,10000101
13,3,1000010101,6,1922,10588,1,1000010100,310000,30362600,155,10000101
40,2,1000010101,6,1231,10348,1,1000010100,170000,30362810,90,10000101
5,3,1000010101,34,2052,12941,1,1000010100,242000,30370731,115,10000101
13,6,1000010101,6,1745,10632,1,1000010100,600000,30372432,385,10000101
17,3,1000010101,6,1723,10569,1,1000010100,400000,30379569,160,10000101
4,3,1000010101,1,2032,97684,1,1000010100,65000,30381508,115,10000101
7,5,1000010101,46,2111,99103,1,1000010100,500000,30381592,320,10000101
0,4,1000010101,6,1922,10991,1,1000010100,570000,30385611,150,10000101
11,5,1000010101,45,2113,99683,2,1000010100,320000,30390170,160,10000101
2,1,1000010101,78,1587,23388,1,1000010100,125500,30393700,50,10000101
5,3,1000010101,34,2050,13359,1,1000010100,850000,30394395,170,10000101
13,3,1000010101,6,1723,11025,1,1000010100,290000,30398121,120,10000101
0,3,1000010101,16,1832,11788,1,1000010100,265000,30403240,135,10000101
20,3,1000010101,78,1433,16094,1,1000010100,130000,30406560,110,10000101
20,2,1000010101,19,1259,98308,1,1000010100,160000,30407527,130,10000101
13,2,1000010101,6,1723,10389,1,1000010100,149999,30416581,90,10000101
10,3,1000010101,6,1231,10517,1,1000010100,219000,30417516,145,10000101
7,3,1000010101,26,2047,17609,1,1000010100,200000,30427487,140,10000101
7,2,1000010101,41,1821,16986,1,1000010100,210000,30428783,77,10000101
4,2,1000010101,34,1810,13052,1,1000010100,345000,30438091,75,10000101
24,3,1000010101,6,1747,10822,1,1000010100,132000,30442775,120,10000101
30,2,1000010101,34,2003,12715,1,1000010100,350000,30444037,110,10000101
4,2,1000010101,54,2071,15139,1,1000010100,162500,30444319,65,10000101
25,3,1000010101,6,1745,10632,1,1000010100,225000,30448611,120,10000101
9,2,1000010101,7,1126,20812,1,1000010100,325000,30451441,115,10000101
1,2,1000010101,60,1690,101136,1,1000010100,160000,30454309,100,10000101
1,3,1000010101,59,2124,102025,2,1000010100,247000,30454605,175,10000101
2,3,1000010101,35,1448,13714,1,1000010100,480000,30460031,120,10000101
0,3,1000010101,16,1829,98269,1,1000010100,265000,30461724,158,10000101
3,2,1000010101,48,1528,86830,1,1000010100,595000,30469163,97,10000101
1,2,1000010101,90,2131,123615,1,1000010100,61000,30474189,80,10000101
11,3,1000010101,6,1747,10590,1,1000010100,210000,30474658,140,10000101
8,5,1000010101,6,1231,10530,1,1000010100,500000,30474867,250,10000101
17,2,1000010101,6,1231,10510,1,1000010100,211000,30474871,100,10000101
8,5,1000010101,6,1231,10530,1,1000010100,500000,30475133,250,10000101
9,2,1000010101,59,1258,17258,1,1000010100,265000,30489946,120,10000101
1,3,1000010101,35,1682,14091,1,1000010100,400000,30496915,129,10000101
1,1,1000010101,6,1922,10985,1,1000010100,137000,30497309,52,10000101
10,3,1000010101,6,1922,10585,1,1000010100,250000,30502793,140,10000101
2,3,1000010101,61,1150,101167,1,1000010100,257000,30502816,150,10000101
1,3,1000010101,15,1215,11506,1,1000010100,325000,30503478,180,10000101
2,3,1000010101,45,1689,17871,1,1000010100,185000,30503754,120,10000101
25,3,1000010101,19,1259,11834,1,1000010100,119000,30508371,170,10000101
0,3,1000010101,63,2119,100716,1,1000010100,120000,30512824,160,10000101
1,3,1000010101,6,1746,10561,1,1000010100,210000,30515843,135,10000101
10,3,1000010101,16,1530,96822,1,1000010100,290000,30516016,165,10000101
0,3,1000010101,41,1355,16764,1,1000010100,325000,30516145,120,10000101
25,3,1000010101,16,1859,11653,1,1000010100,150000,30518082,85,10000101
25,2,1000010101,16,1530,11800,1,1000010100,208000,30521202,90,10000101
1,2,1000010101,35,1448,13925,1,1000010100,325000,30527177,65,10000101
15,3,1000010101,17,1230,11809,1,1000010100,300000,30529324,120,10000101
10,3,1000010101,34,2052,13428,1,1000010100,575000,30530311,135,10000101
30,2,1000010101,34,1327,16296,1,1000010100,500000,30533943,90,10000101
30,2,1000010101,34,1604,13407,1,1000010100,550000,30546559,81,10000101
4,1,1000010101,41,2063,102134,1,1000010100,92000,30547221,76,10000101
0,2,1000010101,41,2059,17003,1,1000010100,205000,30548328,75,10000101
0,2,1000010101,71,1992,23823,1,1000010100,105000,30560032,60,10000101
2,3,1000010101,61,1113,26475,1,1000010100,265000,30560153,155,10000101
40,2,1000010101,6,1723,10370,1,1000010100,350000,30561238,90,10000101
10,3,1000010101,35,1203,13984,1,1000010100,380000,30574161,150,10000101
20,3,1000010101,34,1810,13073,1,1000010100,220000,30574579,110,10000101
28,4,1000010101,33,2067,12538,1,1000010100,245000,30589408,220,10000101
15,3,1000010101,33,2065,97076,1,1000010100,380000,30589501,180,10000101
2,3,1000010101,51,1544,15009,1,1000010100,186000,30602247,150,10000101
14,2,1000010101,34,2003,12726,1,1000010100,295000,30602910,75,10000101
5,1,1000010101,33,2065,12595,1,1000010100,160000,30604593,70,10000101
0,3,1000010101,66,1733,15724,1,1000010100,240000,30606583,145,10000101
0,2,1000010101,57,1349,101007,1,1000010100,195000,30608102,95,10000101
10,3,1000010101,33,2065,24891,1,1000010100,185000,30612183,170,10000101
15,4,1000010101,6,1231,10629,1,1000010100,635000,30615954,180,10000101
7,4,1000010101,6,1723,10417,1,1000010100,425000,30617955,200,10000101
0,2,1000010101,9,1159,11242,1,1000010100,300000,30622072,100,10000101
2,2,1000010101,34,2052,12956,1,1000010100,185000,30622696,120,10000101
3,2,1000010101,35,1521,14299,1,1000010100,235000,30629337,95,10000101
25,3,1000010101,10,1310,11427,1,1000010100,110000,30632288,80,10000101
15,3,1000010101,6,1922,10993,1,1000010100,199000,30633184,100,10000101
3,1,1000010101,34,1663,13005,1,1000010100,290000,30633568,70,10000101
16,3,1000010101,1,2033,10138,1,1000010100,205000,30652042,115,10000101
18,2,1000010101,6,1231,10988,1,1000010100,725000,30660250,125,10000101
0,1,1000010101,9,1497,11280,1,1000010100,165000,30679390,62,10000101
20,3,1000010101,66,1733,15715,1,1000010100,175000,30687190,110,10000101
25,2,1000010101,10,2114,98129,1,1000010100,192000,30693367,117,10000101
15,3,1000010101,6,1723,10413,1,1000010100,305000,30695665,130,10000101
20,3,1000010101,10,1310,11428,1,1000010100,185000,30698008,100,10000101
3,3,1000010101,34,2053,13367,1,1000010100,300000,30699581,135,10000101
4,3,1000010101,41,1338,16549,1,1000010100,330000,30716614,120,10000101
8,5,1000010101,55,1164,100322,2,1000010100,190000,30716627,190,10000101
0,2,1000010101,35,1682,13873,1,1000010100,390000,30731990,90,10000101
0,4,1000010101,6,1747,10960,1,1000010100,279000,30734176,200,10000101
18,2,1000010101,26,2046,17603,1,1000010100,199900,30740214,100,10000101
25,3,1000010101,35,1780,13816,1,1000010100,250000,30741692,90,10000101
1,4,1000010101,1,1104,10131,1,1000010100,350000,30742184,230,10000101
39,3,1000010101,35,1448,13656,1,1000010100,390000,30751338,175,10000101
0,3,1000010101,1,1104,10131,1,1000010100,400000,30755710,270,10000101
2,2,1000010101,41,2062,16966,1,1000010100,300000,30773601,90,10000101
0,2,1000010101,35,1203,13789,1,1000010100,455000,30775012,125,10000101
30,3,1000010101,77,1716,16051,1,1000010100,270000,30777475,115,10000101
3,3,1000010101,34,1622,12775,1,1000010100,310000,30778159,150,10000101
3,3,1000010101,6,1746,10650,1,1000010100,270000,30786092,130,10000101
4,2,1000010101,34,2053,13363,1,1000010100,350000,30786294,129,10000101
3,3,1000010101,35,1521,14298,1,1000010100,680000,30789072,160,10000101
5,2,1000010101,34,1663,13142,1,1000010100,580000,30791945,110,10000101
30,3,1000010101,6,1130,10355,1,1000010100,225000,30794857,120,10000101
10,4,1000010101,34,1183,13126,1,1000010100,2550000,30801022,235,10000101
26,3,1000010101,7,2039,11052,1,1000010100,225000,30804477,144,10000101
0,4,1000010101,55,2072,15318,1,1000010100,344000,30810431,198,10000101
7,5,1000010101,34,1852,13552,2,1000010100,565000,30821076,180,10000101
25,3,1000010101,39,1163,23834,1,1000010100,165000,30823314,125,10000101
17,4,1000010101,6,1231,10629,1,1000010100,1100000,30823690,195,10000101
1,3,1000010101,17,1230,104905,1,1000010100,320000,30828880,150,10000101
1,3,1000010101,34,2054,12947,1,1000010100,385000,30829527,150,10000101
10,3,1000010101,9,1637,11262,1,1000010100,235000,30829976,150,10000101
15,3,1000010101,70,1439,15839,1,1000010100,235000,30831764,165,10000101
19,2,1000010101,34,1449,12866,1,1000010100,310000,30847720,95,10000101
2,1,1000010101,55,2072,15318,1,1000010100,139900,30847779,60,10000101
0,1,1000010101,59,1673,15420,1,1000010100,220000,30848003,55,10000101
7,1,1000010101,48,1266,14958,1,1000010100,300000,30865669,55,10000101
4,3,1000010101,6,1922,105838,1,1000010100,91000,30865898,117,10000101
8,4,1000010101,35,1280,17324,1,1000010100,450000,30879406,170,10000101
0,2,1000010101,34,2053,121811,1,1000010100,217000,30887749,83,10000101
1,3,1000010101,1,1104,10131,1,1000010100,292000,30891357,170,10000101
10,5,1000010101,34,2003,12727,2,1000010100,550000,30893612,200,10000101
20,3,1000010101,6,1723,10376,1,1000010100,250000,30897720,125,10000101
25,3,1000010101,14,1199,11475,1,1000010100,165000,30899118,115,10000101
9,3,1000010101,6,1231,10512,1,1000010100,550000,30900028,160,10000101
35,2,1000010101,35,1819,13763,1,1000010100,350000,30902737,90,10000101
10,4,1000010101,6,1231,10988,1,1000010100,1200000,30902979,235,10000101
22,3,1000010101,6,1302,97411,1,1000010100,75000,30903918,0,10000101
13,2,1000010101,6,1746,10556,1,1000010100,106900,30904728,85,10000101
30,3,1000010101,29,1369,12400,1,1000010100,200000,30904934,100,10000101
20,5,1000010101,34,1186,13138,1,1000010100,495000,30905198,140,10000101
30,2,1000010101,6,1745,10634,1,1000010100,151999,30908793,90,10000101
0,1,1000010101,34,2053,13268,1,1000010100,160000,30915205,60,10000101
5,4,1000010101,6,1922,10820,1,1000010100,139000,30915370,192,10000101
2,1,1000010101,38,1846,17038,1,1000010100,130000,30916184,65,10000101
5,3,1000010101,17,1340,17481,1,1000010100,276000,30916264,160,10000101
4,2,1000010101,34,2015,12835,1,1000010100,299000,30921818,110,10000101
0,3,1000010101,51,1700,121451,1,1000010100,65000,30922258,147,10000101
2,3,1000010101,17,1230,11812,1,1000010100,290000,30934889,110,10000101
5,3,1000010101,55,2074,15314,1,1000010100,225000,30935017,185,10000101
16,3,1000010101,39,1505,14375,1,1000010100,190000,30943259,125,10000101
1,1,1000010101,71,1992,23823,1,1000010100,67000,30947299,40,10000101
0,4,1000010101,6,1231,105848,1,1000010100,1000000,30947623,210,10000101
12,3,1000010101,6,1747,10966,1,1000010100,110000,30950016,120,10000101
13,2,1000010101,6,1231,10519,1,1000010100,189000,30953585,120,10000101
7,3,1000010101,34,2054,16313,1,1000010100,565000,30953628,154,10000101
0,3,1000010101,7,2035,20798,1,1000010100,180000,30957767,110,10000101
20,3,1000010101,6,1231,10511,1,1000010100,310000,30960775,140,10000101
5,3,1000010101,54,2068,15144,1,1000010100,350000,30965730,125,10000101
0,2,1000010101,48,1197,24935,1,1000010100,675000,30967025,95,10000101
12,2,1000010101,34,1782,12785,1,1000010100,299900,30972921,100,10000101
25,3,1000010101,31,2109,105856,1,1000010100,520000,30983789,165,10000101
5,2,1000010101,34,2051,12701,1,1000010100,275000,30984761,150,10000101
30,4,1000010101,1,1104,10122,1,1000010100,775000,30986626,190,10000101
0,3,1000010101,35,1780,13580,1,1000010100,609000,30986932,141,10000101
1,2,1000010101,42,1839,99387,1,1000010100,350000,30987617,140,10000101
8,3,1000010101,48,1532,24971,1,1000010100,300000,30988868,140,10000101
0,3,1000010101,6,1746,10805,1,1000010100,250000,30989227,145,10000101
25,2,1000010101,6,1723,10388,1,1000010100,145000,30989749,115,10000101
10,3,1000010101,6,1745,10395,1,1000010100,249000,30990060,130,10000101
7,3,1000010101,6,1744,11001,1,1000010100,270000,30990474,132,10000101
30,2,1000010101,10,2114,98129,1,1000010100,210000,30991953,78,10000101
20,2,1000010101,34,2010,13178,2,1000010100,440000,31000418,195,10000101
9,3,1000010101,6,1231,10528,1,1000010100,258000,31001187,120,10000101
24,2,1000010101,20,2107,98435,1,1000010100,330000,31001373,140,10000101
17,3,1000010101,45,2112,99642,1,1000010100,165000,31001918,95,10000101
5,3,1000010101,6,1922,10820,1,1000010100,157000,31002099,137,10000101
2,1,1000010101,35,1521,14231,1,1000010100,192000,31004220,60,10000101
4,4,1000010101,34,2053,13275,2,1000010100,280000,31005218,150,10000101
50,2,1000010101,6,1231,10477,1,1000010100,230000,31005728,120,10000101
25,3,1000010101,34,1421,12884,1,1000010100,660000,31013539,135,10000101
33,3,1000010101,6,1231,10401,1,1000010100,370000,31013703,115,10000101
0,3,1000010101,15,1215,11529,1,1000010100,325000,31015955,125,10000101
5,3,1000010101,33,1621,12690,1,1000010100,425000,31016888,200,10000101
4,1,1000010101,34,2012,12923,1,1000010100,350000,31019382,65,10000101
2,3,1000010101,6,1231,10624,1,1000010100,545000,31023492,101,10000101
0,3,1000010101,16,1832,11789,1,1000010100,365000,31025296,125,10000101
25,2,1000010101,33,2066,12614,1,1000010100,118000,31025310,90,10000101
0,2,1000010101,35,1203,13974,1,1000010100,370000,31025563,85,10000101
0,3,1000010101,64,1704,15670,1,1000010100,300000,31036336,150,10000101
20,3,1000010101,6,1745,10360,1,1000010100,350000,31036547,125,10000101
3,4,1000010101,23,1298,102071,1,1000010100,345000,31036621,210,10000101
5,2,1000010101,48,1528,14908,1,1000010100,162000,31042038,115,10000101
2,2,1000010101,41,2059,17003,1,1000010100,145000,31046998,85,10000101
0,3,1000010101,9,1435,21046,1,1000010100,215000,31051735,125,10000101
20,3,1000010101,31,1413,12471,1,1000010100,140000,31055239,130,10000101
14,2,1000010101,67,1741,15727,1,1000010100,230000,31055814,99,10000101
